
🚀央视,#genre#
CCTV13新闻,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV13新闻,http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV14少儿,http://39.134.65.164/PLTV/88888888/224/3221225674/1.m3u8
CCTV14少儿,http://39.134.65.164/PLTV/88888888/224/3221225674/index.m3u8
CCTV14少儿,http://39.134.65.173/PLTV/88888888/224/3221225674/1.m3u8
CCTV14少儿,http://39.134.65.173/PLTV/88888888/224/3221225674/index.m3u8
CCTV14少儿,http://39.134.65.179/PLTV/88888888/224/3221225674/1.m3u8
CCTV14少儿,http://39.134.65.179/PLTV/88888888/224/3221225674/index.m3u8
CCTV14少儿,http://39.134.65.181/PLTV/88888888/224/3221225674/1.m3u8
CCTV14少儿,http://39.134.65.181/PLTV/88888888/224/3221225674/index.m3u8
CCTV14少儿,http://39.134.65.183/PLTV/88888888/224/3221225674/1.m3u8
CCTV14少儿,http://39.134.65.183/PLTV/88888888/224/3221225674/index.m3u8
CCTV14少儿,http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8
CCTV14少儿,http://39.135.138.58:18890/PLTV/88888888/224/3221225639/index.m3u8
CCTV15音乐,http://39.134.65.173/PLTV/88888888/224/3221225513/1.m3u8?$高清
CCTV15音乐,http://39.134.65.183/PLTV/88888888/224/3221225513/1.m3u8
CCTV15音乐,http://39.134.65.175/PLTV/88888888/224/3221225513/1.m3u8
CCTV15音乐,http://39.134.65.181/PLTV/88888888/224/3221225513/1.m3u8
CCTV16奥运,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8?$高清
CCTV16奥运,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV17农业,http://39.134.65.181/PLTV/88888888/224/3221225708/index.m3u8?$高清
CCTV17农业,http://39.134.65.183/PLTV/88888888/224/3221225708/index.m3u8
CCTV17农业,http://39.134.66.46/PLTV/88888888/224/3221225708/index.m3u8
CCTV4K超高,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8?$高清
CCTV8K超高,http://hms2864nc1972666629.live.aikan.miguvideo.com/wh7f454c46tw1282884058_649677011/PLTV/88888888/224/3221233413/index.m3u8?icpid=88888888&RTS=1644909332&from=12&hms_devid=2864&online=1644909332EQbBsN1cd87ZS1LRd3TXf5LH0Ql8IEhnGwO+75IdBOPtEbjPb9jhieBCtTUAr9dv5ZbZ4EessCEDFzP4cGUE71B0UFe79pybuMPoFbNny1A5gXy7m59YoE1AMvcRYl8Pvf6NHAGt8pY/1XkpmVDXg:20220202020202,id=01
CCTV精品纪录,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/1.m3u8
CCTV精品纪录,http://39.134.67.7:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/1.m3u8
CNC英文,http://39.135.138.59:18890/PLTV/88888910/224/3221225693/index.m3u8
CNC英文,http://39.134.115.163:8080/PLTV/88888910/224/3221225693/index.m3u8
CNC中文,http://39.135.138.59:18890/PLTV/88888910/224/3221225694/index.m3u8
CNC中文,http://39.134.115.163:8080/PLTV/88888910/224/3221225694/index.m3u8
CCTV移动电视,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8
清华大学电视台,http://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8
CCTV1综合,http://39.134.32.101:6610/270000001111/1110000301/index.m3u8?IASHttpSessionId=OTT
CCTV1综合,http://39.134.65.141/PLTV/88888888/224/3221225816/index.m3u8
CCTV1综合,http://39.135.138.60:18890/PLTV/88888910/224/3221225618/index.m3u8
CCTV1综合,http://39.134.65.173/PLTV/88888888/224/3221225816/1.m3u8
CCTV1综合,http://39.135.138.58:18890/PLTV/88888888/224/3221225642/index.m3u8
CCTV1综合,http://39.135.138.58:18890/PLTV/88888888/224/3221225762/index.m3u8
CCTV1综合,http://39.135.138.58:18890/PLTV/88888888/224/3221226221/index.m3u8
CCTV1综合,http://39.135.138.58:18890/PLTV/88888888/224/3221226225/index.m3u8
CCTV1综合,http://39.135.138.58:18890/PLTV/88888888/224/3221225918/index.m3u8
CCTV2财经,http://39.135.138.59:18890/PLTV/88888910/224/3221225619/index.m3u8
CCTV2财经,http://222.240.82.92:9901/tsfile/live/0002_1.m3u8
CCTV2财经,http://39.134.115.163:8080/PLTV/88888910/224/3221225643/index.m3u8?icpid=88888888&from=30&hms_devid=1452
CCTV2财经,http://39.134.32.108:6610/270000001111/1110000302/index.m3u8?IASHttpSessionId=OTT
CCTV2财经,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8?icpid=88888888&from=30&hms_devid=1452
CCTV2财经,http://183.196.25.171:808/hls/2/index.m3u8
CCTV3综艺,http://183.207.249.14/PLTV/3/224/3221225588/index.m3u8
CCTV3综艺,http://39.135.138.60:18890/PLTV/88888910/224/3221225647/index.m3u8
CCTV3综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225634/index.m3u8
CCTV3综艺,http://39.134.115.163:8080/PLTV/88888910/224/3221225634/index.m3u8
CCTV3综艺,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV3综艺,http://39.134.65.141/PLTV/88888888/224/3221225799/1.m3u8
CCTV3综艺,http://39.135.138.60:18890/PLTV/88888910/224/3221225634/index.m3u8
CCTV3综艺,http://39.134.65.175/PLTV/88888888/224/3221225799/index.m3u8?$移动蓝光1080P

CCTV4国际,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8?icpid=88888888&from=30&hms_devid=1452
CCTV4国际,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225621/index.m3u8
CCTV4国际,http://182.151.211.171:808/hls/4/index.m3u8
CCTV4国际,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/.m3u8
CCTV5体育,http://39.134.65.208/PLTV/88888888/224/3221225818/index.m3u8
CCTV5体育,http://39.134.65.181/PLTV/88888888/224/3221225818/1.m3u8
CCTV5体育,http://39.134.32.102:6610/270000001111/1110000305/index.m3u8?IASHttpSessionId=OTT
CCTV5体育,http://39.134.65.173/PLTV/88888888/224/3221225818/1.m3u8
CCTV5体育,http://112.132.214.218/liveplay-kk.rtxapp.com/live/program/live/cctv5hd/4000000/mnf.m3u8
CCTV5体育,http://39.134.32.102:6610/270000001111/1110000053/index.m3u8?IASHttpSessionId=OTT
CCTV5体育,http://111.63.117.13:6060/030000001000/CCTV-5/CCTV-5.m3u8
CCTV5体育,http://39.134.67.99/PLTV/88888888/224/3221225818/index.m3u8
CCTV5体育,http://39.134.66.110/PLTV/88888888/224/3221225818/index.m3u8
CCTV5赛事,http://111.40.196.9/PLTV/88888888/224/3221225767/index.m3u8
CCTV5赛事,http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV5赛事,http://cache.ott.fifalive.itv.cmvideo.cn:80/6000000001000015875/index.m3u8?channel-id=wasusyt&Contentid=6000000001000015875&livemode=1&stbId=no
CCTV5赛事,http://39.134.116.30:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV5赛事,http://39.134.67.6:80/wh7f454c46tw2029879648_2093826562/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/15903942991.m3u8
CCTV6电影,http://39.134.65.142/PLTV/88888888/224/3221225814/index.m3u8
CCTV6电影,http://39.134.32.102:6610/270000001111/1110000307/index.m3u8?IASHttpSessionId=OTT
CCTV6电影,http://39.135.138.58:18890/TVOD/88888888/224/3221225650/index.m3u8
CCTV6电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8
CCTV7国防,http://39.135.138.60:18890/PLTV/88888910/224/3221225624/index.m3u8
CCTV7国防,http://39.134.66.110/PLTV/88888888/224/3221225671/index.m3u8
CCTV7国防,http://cache.ott.fifalive.itv.cmvideo.cn:80/6000000001000009055/index.m3u8?channel-id=wasusyt&Contentid=6000000001000009055&livemode=1&stbId=no
CCTV7国防,http://183.207.249.15/PLTV/3/224/3221225546/index.m3u8
CCTV7国防,http://39.134.65.208/PLTV/88888888/224/3221225671/index.m3u8
CCTV7国防,http://39.134.67.99/PLTV/88888888/224/3221225671/index.m3u8
CCTV7国防,http://39.134.65.173/PLTV/88888888/224/3221225671/1.m3u8
CCTV7国防,http://39.135.138.58:18890/PLTV/88888910/224/3221225624/index.m3u8
CCTV7国防,http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8
CCTV7国防,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/1.m3u8
CCTV8剧场,http://111.20.33.93/TVOD/88888893/224/3221226391/index.m3u8
CCTV8剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225635/index.m3u8
CCTV8剧场,http://183.207.249.36/ott.js.chinamobile.com/PLTV/3/224/3221227204/index.m3u8
CCTV8剧场,http://125.40.191.58:9901/tsfile/live/1007_1.m3u8
CCTV8剧场,http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8
CCTV8剧场,http://39.135.138.60:18890/PLTV/88888910/224/3221225635/index.m3u8
CCTV9纪录,http://39.134.65.208/PLTV/88888888/224/3221225676/index.m3u8
CCTV9纪录,http://39.135.138.59:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV9纪录,http://111.40.196.9/PLTV/88888888/224/3221225502/index.m3u8
CCTV9纪录,http://39.135.138.58:18890/TVOD/88888888/224/3221225626/index.m3u8
CCTV9纪录,http://39.134.67.99/PLTV/88888888/224/3221225676/index.m3u8
CCTV9纪录,http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8
CCTV10科教,http://39.134.115.163:8080/PLTV/88888910/224/3221225627/index.m3u8
CCTV10科教,http://111.40.196.9/PLTV/88888888/224/3221225494/index.m3u8
CCTV10科教,http://39.135.138.59:18890/PLTV/88888910/224/3221225627/index.m3u8
CCTV10科教,http://39.135.138.60:18890/PLTV/88888910/224/3221225636/index.m3u8
CCTV11戏曲,http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV11戏曲,http://39.135.138.58:18890/PLTV/88888888/224/3221225628/index.m3u8
CCTV11戏曲,http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV11戏曲,http://39.134.115.163:8080/PLTV-/88888910/224/3221225628/index.m3u8
CCTV11戏曲,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV11戏曲,http://39.135.138.60:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV12法治,http://39.134.115.163:8080/PLTV/88888910/224/3221225629/index.m3u8
CCTV12法治,http://39.135.138.59:18890/PLTV/88888910/224/3221225629/index.m3u8
CCTV12法治,http://222.240.82.92:9901/tsfile/live/0012_1.m3u8
CCTV12法治,http://183.196.25.171:808/hls/12/index.m3u8
CCTV12法治,http://39.135.138.58:18890/TVOD/88888888/224/3221225637/index.m3u8
CCTV12法治,http://ncyd.jilu8.cn/PLTV/88888910/224/3221225629/index.m3u8
CCTV12法治,http://39.134.65.142/PLTV/88888888/224/3221225669/index.m3u8
CCTV12法治,http://222.132.191.125:9901/tsfile/live/0007_1.m3u8
CCTV13新闻,http://111.40.196.9/PLTV/88888888/224/3221225575/index.m3u8
CCTV13新闻,http://39.135.138.58:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV13新闻,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8
CCTV14少儿,http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8
CCTV14少儿,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/1.m3u8
CCTV14少儿,http://39.135.138.59:18890/PLTV/88888910/224/3221225640/index.m3u8
CCTV14少儿,http://39.135.138.60:18890/PLTV/88888910/224/3221225639/index.m3u8
CCTV14少儿,http://39.134.65.141/PLTV/88888888/224/3221225674/index.m3u8
CCTV14少儿,http://39.134.65.208/PLTV/88888888/224/3221225674/index.m3u8
CCTV14少儿,http://183.196.25.171:808/hls/14/index.m3u8
CCTV14少儿,http://39.134.65.142/PLTV/88888888/224/3221225674/index.m3u8
CCTV14少儿,http://39.134.66.110/PLTV/88888888/224/3221225674/index.m3u8
CCTV14少儿,http://140.207.241.3:8080/live/program/live/cctvsehd/4000000/mnf.m3u8
CCTV14少儿,http://39.135.138.58:18890/PLTV/88888888/224/3221225640/index.m3u8
CCTV14少儿,http://123.6.9.146/live/jz-cctv-14/live.m3u8?zyangd
CCTV15音乐,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8
CCTV15音乐,http://39.135.138.58:18890/PLTV/88888888/224/3221225641/index.m3u8
CCTV15音乐,http://39.134.115.163:8080/PLTV-/88888910/224/3221225641/index.m3u8
CCTV15音乐,http://39.135.138.58:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV15音乐,http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV16奥运,http://39.135.138.60:18890/TVOD/88888910/224/3221226233/index.m3u8
CCTV17农业,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV17农业,http://111.20.33.93/TVOD/88888893/224/3221226208/index.m3u8
CCTV17农业,http://39.134.66.110/PLTV/88888888/224/3221225708/index.m3u8
CCTV17农业,http://39.135.138.58:18890/PLTV/88888888/224/3221225908/index.m3u8
CCTV17农业,http://39.135.138.58:18890/PLTV/88888888/224/3221225907/index.m3u8
CCTV17农业,http://39.135.138.58:18890/PLTV/88888888/224/3221225907/index.m3u8?
CCTV17农业,http://39.135.47.102:6610/000000001000/HD-4000k-1080P-cctv17/1.m3u8?IASHttpSessionId=OTT
CCTV17农业,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8?icpid=88888888&from=30&hms_devid=1452
CCTV17农业,http://39.134.65.183/PLTV/88888888/224/3221225708/1.m3u8
CCTV17农业,http://39.135.138.60:18890/PLTV/88888910/224/3221225908/index.m3u8
CCTV4K超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV女性时尚,http://111.20.33.93/PLTV/88888893/224/3221226237/index.m3u8
CGTN,http://39.135.138.58:18890/PLTV/88888888/224/3221225747/index.m3u8
CGTN,http://39.134.65.166/PLTV/88888888/224/3221225510/1.m3u8
CGTN英语,http://live.cgtn.com/1000/prog_index.m3u8
CGTN纪录,http://39.135.138.58:18890/PLTV/88888888/224/3221225645/index.m3u8
CETV1,http://111.63.117.13:6060/030000001000/G_CETV-1/G_CETV-1.m3u8
